Year,Lineage,ID,Treatment,Individual,Hatch,Date,Age (days),Length (mm),Log.Length,SQRT.Length,Transform0.1,Arcsin.Length
2024,FE 1,FE1L19,Lupinus polyphyllus,93,,6/6/24,21,9.22,0.96449534,3.04,0.513656633,0.799056495
2024,FE 1,FE1L19,Lupinus polyphyllus,93,,6/10/24,25,15.29,1.184407485,3.91,0.852285396,1.17630723
2024,FE 1,FE1L19,Lupinus polyphyllus,93,,6/13/24,28,16.98,1.229809783,4.12,0.946209588,1.336737476
2024,FE 1,FE1L19,Lupinus polyphyllus,93,,6/17/24,32,15.19,1.181414796,3.9,0.846432553,1.168125629
2024,FE 1,FE1L19,Lupinus polyphyllus,93,,6/20/24,35,11.30,1.053078443,3.36,0.629877369,0.916782271
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,5/15/24,0,0.99,-0.004364805,0.99,0.055183946,0.237128688
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,5/19/24,4,1.28,0.105510185,1.13,0.071070234,0.269853261
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,5/23/24,8,2.12,0.326335861,1.46,0.118171683,0.350919148
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,5/26/24,11,2.78,0.444044796,1.67,0.154960981,0.404599726
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,5/30/24,15,4.47,0.649821463,2.11,0.248885173,0.522310524
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/3/24,19,4.68,0.670245853,2.16,0.260869565,0.53606149
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/6/24,22,8.58,0.933487288,2.93,0.47826087,0.763652178
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/10/24,26,8.58,0.933487288,2.93,0.47826087,0.763652178
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/13/24,29,10.52,1.021809277,3.24,0.586120401,0.871950173
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/17/24,33,14.90,1.173040508,3.86,0.830267559,1.146163799
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/20/24,36,15.07,1.178113252,3.88,0.840022297,1.159309891
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/24/24,40,12.19,1.086003706,3.49,0.679487179,0.968982552
2024,FE 2,FE2L1,Lupinus polyphyllus,94,,6/27/24,43,10.45,1.018908444,3.23,0.582218506,0.867991777
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,5/15/24,0,1.03,0.012837225,1.01,0.057413601,0.241965524
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,5/19/24,4,1.99,0.297760511,1.41,0.1106466,0.339097199
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,5/23/24,8,2.68,0.428134794,1.64,0.149386845,0.396840102
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,5/26/24,11,3.78,0.5774918,1.94,0.210702341,0.476895464
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,5/30/24,15,5.44,0.735199548,2.33,0.302954292,0.582858638
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,6/3/24,19,8.86,0.947188566,2.98,0.493589744,0.778987731
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,6/6/24,22,10.28,1.011993115,3.21,0.573021182,0.858681439
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,6/10/24,26,16.31,1.212320803,4.04,0.908862876,1.264122574
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,6/13/24,29,15.50,1.190331698,3.94,0.863991081,1.193085237
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,6/17/24,33,13.28,1.12303453,3.64,0.739966555,1.035687397
2024,FE 2,FE2L3,Lupinus polyphyllus,95,,6/20/24,36,10.53,1.022222105,3.24,0.586677815,0.872516099
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,5/15/24,0,1.18,0.071882007,1.09,0.065774805,0.25936412
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,5/19/24,4,2.47,0.392696953,1.57,0.137681159,0.38014392
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,5/23/24,8,3.04,0.482158695,1.74,0.169175028,0.423889611
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,5/26/24,11,4.26,0.628899564,2.06,0.237179487,0.508663934
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,5/30/24,15,5.40,0.731991449,2.32,0.300724638,0.580430113
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,6/3/24,19,9.36,0.971275849,3.06,0.52173913,0.807144149
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,6/6/24,22,11.01,1.041590047,3.32,0.613433668,0.899828132
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,6/10/24,26,17.18,1.235023159,4.14,0.957636566,1.363490877
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,6/13/24,29,15.46,1.189069009,3.93,0.86148272,1.189440651
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,6/17/24,33,11.58,1.063521,3.4,0.645206243,0.9327271
2024,FE 2,FE2L5,Lupinus polyphyllus,96,,6/20/24,36,11.60,1.064270753,3.41,0.64632107,0.933892552
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,5/15/24,0,1.28,0.10720997,1.13,0.071348941,0.270395124
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,5/19/24,4,2.41,0.381115081,1.55,0.134057971,0.374856802
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,5/23/24,8,3.27,0.513883186,1.81,0.181995541,0.440740541
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,5/26/24,11,4.79,0.680335513,2.19,0.267001115,0.543017177
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,5/30/24,15,6.64,0.821840927,2.58,0.369843924,0.65372542
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,6/3/24,19,9.03,0.95568775,3,0.503344482,0.78874267
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,6/6/24,22,12.59,1.09985322,3.55,0.701505017,0.992799876
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,6/10/24,26,17.22,1.235907027,4.15,0.959587514,1.368388513
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,6/13/24,29,15.24,1.182984967,3.9,0.849498328,1.172394913
2024,FE 2,FE2L6,Lupinus polyphyllus,97,,6/17/24,33,10.82,1.034227261,3.29,0.603121516,0.889265104
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,5/15/24,0,1.24,0.093421685,1.11,0.069119287,0.26603238
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,5/19/24,4,1.72,0.235528447,1.31,0.095875139,0.314811362
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,5/23/24,8,2.71,0.432167269,1.64,0.150780379,0.398790997
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,5/26/24,11,3.78,0.576916956,1.94,0.210423634,0.476553667
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,5/30/24,15,4.57,0.659440782,2.14,0.254459309,0.528732814
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,6/3/24,19,7.73,0.887898488,2.78,0.430602007,0.715775398
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,6/6/24,22,8.33,0.920645001,2.89,0.46432553,0.749693356
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,6/10/24,26,14.04,1.147367108,3.75,0.782608696,1.08574654
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,6/13/24,29,13.85,1.141449773,3.72,0.772017837,1.073017861
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,6/17/24,33,17.56,1.244524512,4.19,0.978818283,1.424738171
2024,FE 2,FE2L7,Lupinus polyphyllus,98,,6/20/24,36,11.80,1.071697945,3.43,0.657469342,0.945594189
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,5/15/24,0,1.26,0.100370545,1.12,0.070234114,0.268221755
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,5/19/24,4,2.22,0.345373731,1.49,0.123467113,0.359043485
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,5/23/24,8,2.82,0.450249108,1.68,0.157190635,0.40767151
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,5/26/24,11,4.41,0.644438589,2.1,0.245819398,0.518757827
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,5/30/24,15,5.66,0.752432609,2.38,0.315217391,0.596127629
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,6/3/24,19,9.23,0.964966375,3.04,0.514214047,0.799614125
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,6/6/24,22,9.22,0.96449534,3.04,0.513656633,0.799056495
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,6/10/24,26,15.35,1.185966893,3.92,0.855351171,1.180646198
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,6/13/24,29,15.93,1.202079441,3.99,0.887681159,1.229042474
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,6/17/24,33,12.65,1.102090526,3.56,0.705128205,0.996765766
2024,FE 2,FE2L10,Lupinus polyphyllus,99,,6/20/24,36,11.21,1.049411861,3.35,0.62458194,0.911306568
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,5/15/24,0,1.28,0.10720997,1.13,0.071348941,0.270395124
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,5/19/24,4,1.90,0.278753601,1.38,0.105908584,0.331472782
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,5/23/24,8,2.61,0.416640507,1.62,0.14548495,0.391337233
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,5/26/24,11,4.06,0.607990859,2.01,0.226031215,0.495449788
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,5/30/24,15,4.78,0.679427897,2.19,0.266443701,0.542386969
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/3/24,19,6.88,0.837272703,2.62,0.383221851,0.667531395
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/6/24,22,9.56,0.980230691,3.09,0.532608696,0.818030019
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/10/24,26,9.00,0.954001168,3,0.501393534,0.786791699
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/13/24,29,11.72,1.068742293,3.42,0.653010033,0.940903021
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/17/24,33,14.34,1.156549151,3.79,0.799331104,1.106313121
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/20/24,36,11.63,1.065392962,3.41,0.647993311,0.935642292
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/24/24,40,9.51,0.977952121,3.08,0.529821628,0.8152375
2024,FE 2,FE2L12,Lupinus polyphyllus,100,,6/27/24,43,8.93,0.950608225,2.99,0.497491639,0.782889792
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,5/19/24,3,2.71,0.432167269,1.64,0.150780379,0.398790997
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,5/23/24,7,3.15,0.49762065,1.77,0.175306577,0.432009232
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,5/26/24,10,3.91,0.591621038,1.98,0.217670011,0.485387559
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,5/30/24,14,5.39,0.731185708,2.32,0.300167224,0.579822182
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,6/3/24,18,9.81,0.991669007,3.13,0.546822742,0.832289613
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,6/6/24,21,11.42,1.057666104,3.38,0.636566332,0.923722174
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,6/10/24,25,14.40,1.158211669,3.79,0.802396878,1.110151597
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,6/13/24,28,16.11,1.206960729,4.01,0.897714604,1.245255894
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,6/17/24,32,12.16,1.084933575,3.49,0.677814939,0.967192121
2024,FE 2,FE2L15,Lupinus polyphyllus,101,,6/20/24,35,9.67,0.985201858,3.11,0.538740245,0.824177275
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,5/19/24,2,2.50,0.39707055,1.58,0.139074693,0.382161808
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,5/23/24,6,3.02,0.480006943,1.74,0.168338907,0.422773405
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,5/26/24,9,4.32,0.635483747,2.08,0.240802676,0.51291187
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,5/30/24,13,5.30,0.723865964,2.3,0.295150502,0.574336128
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,6/3/24,17,8.55,0.931966115,2.92,0.476588629,0.761978229
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,6/6/24,20,9.08,0.958085849,3.01,0.50613155,0.791529867
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,6/10/24,24,14.45,1.159717546,3.8,0.805183946,1.113660638
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,6/13/24,27,14.25,1.153662454,3.77,0.794035674,1.099734269
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,6/17/24,31,13.43,1.128076013,3.66,0.748606466,1.045589926
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,6/20/24,34,12.15,1.084576278,3.49,0.677257525,0.966595854
2024,FE 2,FE2L16,Lupinus polyphyllus,102,,6/24/24,38,9.89,0.995196292,3.14,0.551282051,0.836770552
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,5/19/24,1,1.16,0.062581984,1.07,0.064381271,0.256539314
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,5/23/24,5,1.94,0.28780173,1.39,0.108138239,0.335079014
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,5/26/24,8,2.89,0.460145817,1.7,0.160813824,0.41262565
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,5/30/24,12,3.11,0.492760389,1.76,0.17335563,0.429438086
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/3/24,16,5.10,0.707144188,2.26,0.28400223,0.562046032
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/6/24,19,5.50,0.740362689,2.35,0.30657748,0.586794265
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/10/24,23,9.83,0.992332559,3.13,0.547658863,0.83312949
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/13/24,26,9.78,0.990116766,3.13,0.544871795,0.83033041
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/17/24,30,14.35,1.156851901,3.79,0.799888517,1.107009379
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/20/24,33,15.22,1.182414652,3.9,0.848383501,1.170838352
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/24/24,37,12.64,1.101575246,3.55,0.704292085,0.995849315
2024,FE 2,FE2L17,Lupinus polyphyllus,103,,6/27/24,40,10.17,1.007107383,3.19,0.566610925,0.852207715
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,5/19/24,0,0.94,-0.026872146,0.97,0.052396878,0.230951275
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,5/23/24,4,1.99,0.298853076,1.41,0.110925307,0.339541188
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,5/26/24,7,2.18,0.338456494,1.48,0.121516165,0.356068122
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,5/30/24,11,3.86,0.586587305,1.96,0.21516165,0.482341948
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/3/24,15,4.78,0.679427897,2.19,0.266443701,0.542386969
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/6/24,18,5.58,0.746634199,2.36,0.311036789,0.59162037
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/10/24,22,9.04,0.95616843,3.01,0.503901895,0.789300098
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/13/24,25,8.79,0.943988875,2.96,0.489966555,0.775364045
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/17/24,29,14.44,1.159567193,3.8,0.80490524,1.113308884
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/20/24,32,14.12,1.149834697,3.76,0.787068004,1.09117242
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/24/24,36,12.20,1.086359831,3.49,0.680044593,0.969579909
2024,FE 2,FE2L22,Lupinus polyphyllus,104,,6/27/24,39,10.47,1.019946682,3.24,0.58361204,0.869404877
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,5/19/24,0,1.14,0.056904851,1.07,0.063545151,0.254830757
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,5/23/24,4,2.11,0.3232521,1.45,0.117335563,0.349622096
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,5/26/24,7,2.46,0.390935107,1.57,0.137123746,0.379334365
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,5/30/24,11,4.27,0.629919036,2.07,0.237736901,0.509318905
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/3/24,15,5.72,0.757396029,2.39,0.31884058,0.600020876
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/6/24,18,7.01,0.84540814,2.65,0.390468227,0.674970863
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/10/24,22,8.89,0.948657432,2.98,0.495261984,0.780660077
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/13/24,25,9.98,0.998912904,3.16,0.556020067,0.841536101
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/17/24,29,15.06,1.17768076,3.88,0.839186176,1.158170677
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/20/24,32,15.12,1.179551791,3.89,0.842809365,1.163124817
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/24/24,36,13.39,1.126618376,3.66,0.746098105,1.04270363
2024,FE 2,FE2L23,Lupinus polyphyllus,105,,6/27/24,39,9.45,0.975201962,3.07,0.526477146,0.811887699
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,5/19/24,0,1.26,0.100370545,1.12,0.070234114,0.268221755
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,5/23/24,4,2.31,0.36361198,1.52,0.128762542,0.367019447
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,5/26/24,7,2.60,0.414973348,1.61,0.144927536,0.390546146
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,5/30/24,11,4.83,0.683497318,2.2,0.268952062,0.545219623
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/3/24,15,6.13,0.787460475,2.48,0.341694537,0.62432093
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/6/24,18,9.03,0.955447211,3,0.503065775,0.788463957
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/10/24,22,9.61,0.982723388,3.1,0.53567447,0.821102971
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/13/24,25,13.71,1.137037455,3.7,0.764214047,1.063772148
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/17/24,29,17.19,1.235149536,4.15,0.957915273,1.364183834
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/20/24,32,16.43,1.215637563,4.05,0.915830546,1.276444388
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/24/24,36,13.47,1.129206358,3.67,0.750557414,1.047841437
2024,FE 2,FE2L26,Lupinus polyphyllus,106,,6/27/24,39,9.57,0.980911938,3.09,0.533444816,0.81886797
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,5/19/24,0,1.31,0.115610512,1.14,0.072742475,0.273089915
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,5/23/24,4,1.96,0.291146762,1.4,0.108974359,0.336422908
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,5/26/24,7,2.34,0.369215857,1.53,0.130434783,0.36950894
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,5/30/24,11,3.55,0.550228353,1.88,0.197881828,0.460994603
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/3/24,15,4.49,0.652246341,2.12,0.250278707,0.523920539
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/6/24,18,7.40,0.86923172,2.72,0.412486065,0.697431126
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/10/24,22,8.44,0.926085087,2.9,0.470178372,0.755558827
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/13/24,25,11.55,1.062393937,3.4,0.643534002,0.930980465
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/17/24,29,15.29,1.184265443,3.91,0.852006689,1.175914636
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/20/24,32,14.71,1.167612673,3.84,0.819955407,1.132589263
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/24/24,36,15.82,1.199206479,3.98,0.881828317,1.219877179
2024,FE 2,FE2L28,Lupinus polyphyllus,107,,6/27/24,39,13.56,1.13225969,3.68,0.755852843,1.053982619
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,5/15/24,0,1.05,0.021189299,1.02,0.058528428,0.244350834
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,5/19/24,4,1.91,0.27989498,1.38,0.106187291,0.331925377
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,5/23/24,8,3.85,0.58546073,1.96,0.214604236,0.481663402
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,5/26/24,11,4.28,0.630936119,2.07,0.238294314,0.509973348
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,5/30/24,15,4.97,0.696356389,2.23,0.27703456,0.554291162
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,6/3/24,19,7.91,0.897901874,2.81,0.440635452,0.72589325
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,6/6/24,22,10.58,1.024485668,3.25,0.58974359,0.875630734
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,6/10/24,26,12.03,1.080085085,3.47,0.670289855,0.959164863
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,6/13/24,29,13.82,1.140508043,3.72,0.770345596,1.071027437
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,6/17/24,33,16.47,1.216693599,4.06,0.918060201,1.280484218
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,6/20/24,36,14.70,1.167317335,3.83,0.819397993,1.131864326
2024,FE 3,FE3L1,Lupinus polyphyllus,108,,6/24/24,40,10.61,1.025715384,3.26,0.591415831,0.87733111
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,5/15/24,0,1.18,0.071882007,1.09,0.065774805,0.25936412
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,5/19/24,4,2.67,0.426511261,1.63,0.148829431,0.396057646
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,5/23/24,8,3.68,0.565257343,1.92,0.204849498,0.469682315
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,5/26/24,11,5.03,0.701567985,2.24,0.280379041,0.558020835
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,5/30/24,15,5.22,0.717670503,2.28,0.2909699,0.569743708
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,6/3/24,19,7.92,0.898725182,2.81,0.441471572,0.726735242
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,6/6/24,22,10.65,1.027145666,3.26,0.593366778,0.879316244
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,6/10/24,26,15.74,1.196866747,3.97,0.877090301,1.212600869
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,6/13/24,29,16.58,1.219584526,4.07,0.92419175,1.291860274
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,6/17/24,33,11.43,1.057856209,3.38,0.636845039,0.924011921
2024,FE 3,FE3L2,Lupinus polyphyllus,109,,6/20/24,36,10.82,1.034026524,3.29,0.602842809,0.888980291
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,5/15/24,0,1.00,0,1,0.05574136,0.238346384
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,5/19/24,4,2.48,0.394451681,1.57,0.138238573,0.380952099
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,5/23/24,8,3.32,0.520483533,1.82,0.184782609,0.444341565
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,5/26/24,11,4.86,0.686189234,2.2,0.270624303,0.547103417
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,5/30/24,15,6.38,0.804820679,2.53,0.355629877,0.638942774
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,6/3/24,19,7.94,0.899820502,2.82,0.442586399,0.727857639
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,6/6/24,22,10.34,1.014310481,3.21,0.576086957,0.861781879
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,6/10/24,26,15.60,1.192985379,3.95,0.869286511,1.200873795
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,6/13/24,29,16.20,1.209515015,4.02,0.903010033,1.254096595
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,6/17/24,33,13.02,1.114610984,3.61,0.725752508,1.019623839
2024,FE 3,FE3L4,Lupinus polyphyllus,110,,6/20/24,36,11.06,1.043558747,3.32,0.616220736,0.902691743
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,5/19/24,3,2.30,0.361727836,1.52,0.128205128,0.36618656
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,5/23/24,7,3.74,0.572871602,1.93,0.208472687,0.474156418
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,5/26/24,10,4.67,0.669316881,2.16,0.260312152,0.53542656
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,5/30/24,14,5.67,0.753583059,2.38,0.316053512,0.597027131
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,6/3/24,18,7.90,0.897352134,2.81,0.440078038,0.725331827
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,6/6/24,21,10.70,1.029180789,3.27,0.596153846,0.88215476
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,6/10/24,25,14.87,1.172310969,3.86,0.828874025,1.144310738
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,6/13/24,28,14.73,1.168055303,3.84,0.820791527,1.133678314
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,6/17/24,32,13.36,1.125643892,3.65,0.744425864,1.040784661
2024,FE 3,FE3L6,Lupinus polyphyllus,111,,6/20/24,35,11.52,1.061452479,3.39,0.642140468,0.929526332
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,5/15/24,0,1.09,0.037426498,1.04,0.060758082,0.249058426
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,5/19/24,4,2.22,0.346352974,1.49,0.123745819,0.359466882
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,5/23/24,8,3.03,0.480725379,1.74,0.168617614,0.423145719
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,5/26/24,11,4.90,0.69019608,2.21,0.273132664,0.549922265
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,5/30/24,15,6.39,0.805500858,2.53,0.356187291,0.639524884
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,6/3/24,19,7.82,0.892928982,2.8,0.435618729,0.720837647
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,6/6/24,22,9.98,0.999130541,3.16,0.556298774,0.841816582
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,6/10/24,26,11.76,1.070222633,3.43,0.655239688,0.943246808
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,6/13/24,29,13.98,1.145507171,3.74,0.779264214,1.081703493
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,6/17/24,33,13.35,1.125481266,3.65,0.744147157,1.040465235
2024,FE 6,FE6L1,Lupinus polyphyllus,112,,6/20/24,36,9.68,0.985875357,3.11,0.539576366,0.825015971
