Year,Lineage,ID,Treatment,Individual,Hatch,Date,Age (days),Length (mm),Log.Length,SQRT.Length,Transform0.1,Arcsin.Length
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,5/19/24,1,1.36,0.131939295,1.16,0.075529543,0.278409132
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,5/23/24,5,3.00,0.476396827,1.73,0.166945373,0.420908135
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,5/26/24,8,2.94,0.467608106,1.71,0.163600892,0.416405875
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,5/30/24,12,4.71,0.672559628,2.17,0.262263099,0.537646899
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,6/3/24,16,6.08,0.783903579,2.47,0.338907469,0.621379802
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,6/6/24,19,10.15,1.006466042,3.19,0.565774805,0.85136417
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,6/10/24,23,10.84,1.034828916,3.29,0.603957637,0.89011975
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,6/13/24,26,15.24,1.182842459,3.9,0.849219621,1.17200533
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,6/17/24,30,15.85,1.200029267,3.98,0.883500557,1.222475296
2024,FE 9,FE9L1,Lupinus polyphyllus,113,,6/20/24,33,9.19,0.963079161,3.03,0.511984392,0.797383704
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,5/19/24,2,1.35,0.128722284,1.16,0.074972129,0.277352605
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,5/23/24,6,2.94,0.46834733,1.71,0.163879599,0.416782466
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,5/26/24,9,3.70,0.567614443,1.92,0.205964326,0.471062058
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,5/30/24,13,4.60,0.662285516,2.14,0.25613155,0.530650404
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/3/24,17,5.21,0.716420734,2.28,0.290133779,0.568822905
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/6/24,20,7.89,0.897077003,2.81,0.439799331,0.725051088
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/10/24,24,8.93,0.950851459,2.99,0.497770346,0.783168502
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/13/24,27,10.79,1.032820149,3.28,0.601170569,0.887272123
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/17/24,31,13.23,1.121559844,3.64,0.737458194,1.032832673
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/20/24,34,13.70,1.136720567,3.7,0.763656633,1.063115845
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/24/24,38,14.06,1.147985321,3.75,0.783723523,1.087099196
2024,FE 14,FE14L1,Lupinus polyphyllus,114,,6/27/24,41,11.14,1.046885191,3.34,0.620958751,0.907568947
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,5/23/24,3,2.01,0.302114377,1.42,0.111761427,0.340870235
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,5/26/24,6,2.59,0.412460547,1.61,0.144091416,0.389357142
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,5/30/24,10,2.98,0.47348697,1.72,0.165830546,0.419411433
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,6/3/24,14,4.54,0.656577291,2.13,0.252787068,0.526811069
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,6/6/24,17,6.52,0.81391442,2.55,0.363154961,0.646784406
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,6/10/24,21,8.33,0.920645001,2.89,0.46432553,0.749693356
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,6/13/24,24,11.05,1.043362278,3.32,0.615942029,0.902405207
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,6/17/24,28,14.59,1.163906433,3.82,0.812987737,1.123589046
2024,FE 18,FE18L1,Lupinus polyphyllus,115,,6/20/24,31,7.17,0.855519156,2.68,0.399665552,0.684377834
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,5/23/24,2,2.14,0.330413773,1.46,0.119286511,0.352642386
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,5/26/24,5,2.34,0.369215857,1.53,0.130434783,0.36950894
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,5/30/24,9,3.33,0.522444234,1.82,0.185618729,0.445417764
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/3/24,13,5.05,0.702861171,2.25,0.281215162,0.558951122
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/6/24,16,8.11,0.909020854,2.85,0.45206243,0.737386848
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/10/24,20,9.48,0.976808337,3.08,0.528428094,0.813841596
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/13/24,23,12.14,1.084218687,3.48,0.676700111,0.965999856
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/17/24,27,13.33,1.124667218,3.65,0.742753623,1.03886981
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/20/24,30,15.51,1.190471771,3.94,0.864269788,1.19349193
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/24/24,34,14.20,1.152135397,3.77,0.791248606,1.096296941
2024,FE 24,FE24L1,Lupinus polyphyllus,116,,6/27/24,37,11.31,1.053462605,3.36,0.630434783,0.917359587
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,5/30/24,1,1.83,0.261262869,1.35,0.101727982,0.324619565
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/3/24,5,2.71,0.432969291,1.65,0.151059086,0.399180285
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/6/24,8,3.60,0.556302501,1.9,0.200668896,0.464483206
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/10/24,12,5.68,0.754348336,2.38,0.316610925,0.597626444
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/13/24,15,6.93,0.840733235,2.63,0.386287625,0.670682007
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/17/24,19,9.83,0.992553518,3.14,0.54793757,0.833409479
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/20/24,22,10.19,1.007961033,3.19,0.567725753,0.85333274
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/24/24,26,17.20,1.235528447,4.15,0.958751394,1.366275977
2024,FE 31,FE31L3,Lupinus polyphyllus,117,,6/27/24,29,16.45,1.216165902,4.06,0.916945373,1.278458139
